host_wall_timestamp_ns,host_monotonic_ns,host_receive_index,sample_index,session_sample_index,generation,connection_generation,device_packet_sequence,device_sample_counter,device_time_ticks,sample_in_packet,action_label,action_phase,sample_rate_hz,device_id,session_id,quality_flags,sample_rate_source_kind,sample_rate_evidence_ref,sample_rate_confirmed,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8
1700000000000000000,10000000000,1,0,0,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-open_hand,29,protocol,synthetic-demo-contract-v1,True,0.015353321736559365,0.050737154779973356,0.08612098782338734,0.12150482086680132,0.1568886539102153,0.1922724869536293,0.22765631999704328,0.2630401530404573
1700000000005000000,10005000000,2,1,1,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-open_hand,29,protocol,synthetic-demo-contract-v1,True,0.24669378196839634,0.28764856362108776,0.3286423941890969,0.3696636536872275,0.41070491037260975,0.451761191916286,0.4928290467544587,0.5339060044712074
1700000000010000000,10010000000,3,2,2,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-open_hand,29,protocol,synthetic-demo-contract-v1,True,0.47792754536831655,0.524460884360817,0.5710685501240105,0.6177289939185772,0.6644282093641823,0.7111567177799154,0.7579078842088742,0.8046769295932586
1700000000015000000,10015000000,4,3,3,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-open_hand,29,protocol,synthetic-demo-contract-v1,True,0.7089959474511598,0.7611239599146205,0.8133541873142524,0.8656584481354348,0.9180178408667083,0.9704192971064283,1.0228535275380373,1.0753137642954764
1700000000020000000,10020000000,5,4,4,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-open_hand,29,protocol,synthetic-demo-contract-v1,True,0.9398418254543962,0.9975885757898701,1.055454721122132,1.113410177992955,1.1714335832315743,1.2295096157038705,1.2876271071514742,1.3457777714231716
1700000000025000000,10025000000,6,5,5,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-open_hand,29,protocol,synthetic-demo-contract-v1,True,1.1704101653976235,1.233806843815889,1.297326509604849,1.3609430957938182,1.424635864747958,1.4883889553646794,1.5521903208701402,1.6160307671317138
1700000000030000000,10030000000,7,6,6,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-open_hand,29,protocol,synthetic-demo-contract-v1,True,1.4006487126957934,1.4697325706206674,1.5389271050272397,1.6082170557066007,1.6775859222603449,1.7470193343109088,1.8165055641344081,1.886035245427014
1700000000035000000,10035000000,8,7,7,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-open_hand,29,protocol,synthetic-demo-contract-v1,True,1.6305085354544577,1.7053216062688983,1.7802154956481653,1.855193039399234,1.9302459560425,2.005363644766046,2.080536057766449,2.1557545004735372
1700000000040000000,10040000000,9,8,8,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-open_hand,29,protocol,synthetic-demo-contract-v1,True,1.859944530512,1.940532168765232,2.0211523356647247,2.101833334895278,2.182579280156911,2.263385787086109,2.344245972822343,2.42515274625813
1700000000045000000,10045000000,10,9,9,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-open_hand,29,protocol,synthetic-demo-contract-v1,True,2.088915863428145,2.175325140479431,2.261700161326481,2.3481017075146386,2.4345504675554266,2.521050799898521,2.6076005520804264,2.6941952332070023
1700000000050000000,10050000000,11,10,10,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-open_hand,29,protocol,synthetic-demo-contract-v1,True,2.3173863349270594,2.4096643329609777,2.5018235913818043,2.5939635618236676,2.6861254892081146,2.7783249857157157,2.870566227725319,2.9628483613637075
