host_wall_timestamp_ns,host_monotonic_ns,host_receive_index,sample_index,session_sample_index,generation,connection_generation,device_packet_sequence,device_sample_counter,device_time_ticks,sample_in_packet,action_label,action_phase,sample_rate_hz,device_id,session_id,quality_flags,sample_rate_source_kind,sample_rate_evidence_ref,sample_rate_confirmed,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8
1700000000000000000,10000000000,1,0,0,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,0.022994989589808005,0.0585698643295532,0.0941447390692984,0.12971961380904362,0.1652944885487888,0.20086936328853403,0.2364442380282792,0.27201911276802443
1700000000005000000,10005000000,2,1,1,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,0.2542783166917882,0.29542271171256446,0.33660615564865837,0.3778170285148737,0.41904789856834085,0.46029379348010185,0.5015512616863593,0.5428178327711929
1700000000010000000,10010000000,3,2,2,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,0.48543162892709146,0.5321525700085613,0.578947837860724,0.6257958837442602,0.6726827012788348,0.7195988117835371,0.7665375803014653,0.8134942277748192
1700000000015000000,10015000000,4,3,3,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,0.7163965091511157,0.7687095356570753,0.8211247770992062,0.8736140519628876,0.9261584587366599,0.9787449290188787,1.0313641734929866,1.0840094242929246
1700000000020000000,10020000000,5,4,4,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,0.9471161128708615,1.005044720391747,1.0630927229094205,1.1212300369656552,1.179435299389686,1.2376931890473941,1.2959925376804093,1.3543250591375182
1700000000025000000,10025000000,6,5,5,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,1.1775358143259345,1.2411106339674076,1.3048084409795755,1.3686031683917526,1.4324740785691001,1.4964053104090294,1.5603848171376977,1.6244034046224791
1700000000030000000,10030000000,7,6,6,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,1.4076038159082211,1.4768615514134058,1.546229963400289,1.6156937916599605,1.6852365357940158,1.7548438254248901,1.8245039328287,1.8942074917016165
1700000000035000000,10035000000,8,7,7,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,1.6372717100521983,1.7122538602315824,1.7873168289757928,1.862463452091805,1.9376854481000145,2.012972216188504,2.0883137085538506,2.1637012306258825
1700000000040000000,10040000000,9,8,8,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,1.8664949836651552,1.9472463832472162,2.028030311475538,2.10887507203492,2.189784778625382,2.270755046883409,2.3517789939484715,2.4328495287130876
1700000000045000000,10045000000,10,9,9,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,2.0952334563015866,2.1818006731747084,2.2683336338435947,2.354893119853588,2.4414998197162125,2.5281580918811426,2.614865783884884,2.701618404833296
1700000000050000000,10050000000,11,10,10,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,2.3234516445956377,2.4158812753712704,2.508192166533812,2.600483769717389,2.692797329843551,2.7851484590928663,2.877541333844184,2.9699751002242873
1700000000055000000,10055000000,12,11,11,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,2.5511190469231924,2.6494559557151365,2.7475736083093683,2.8456150511916123,2.943645663662124,3.04169470806958,3.1397742708389655,3.237888185264034
1700000000060000000,10060000000,13,12,12,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,2.778210343841435,2.8824958910526983,2.986448148034112,3.090256987713972,3.1940148945807154,3.2977669623700203,3.4015346994853313,3.5053276618410507
1700000000065000000,10065000000,14,13,13,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,3.0047055115165158,3.114975820203606,3.2247886061876483,3.334381723130341,3.4438769292585727,3.5533370157417474,3.6627943028411902,3.77226506097858
1700000000070000000,10070000000,15,14,14,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,3.230589847065605,3.346874154086021,3.462570555054157,3.577963635557034,3.693205613490099,3.808378431689554,3.9235264376480288,4.038673535384963
1700000000075000000,10075000000,16,15,15,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,3.455853906473346,3.5781730441168755,3.6997724167636807,3.8209794379375883,3.941976828991144,4.062866636035873,4.183706223634949,4.304527946620035
1700000000080000000,10080000000,17,16,16,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,3.6804933574593677,3.808858408645234,3.9363755386015624,4.063408264767245,4.19016858065406,4.316779002110316,4.443310626566683,4.569804946585947
1700000000085000000,10085000000,18,17,17,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,3.9045087513383487,4.038919917781299,4.172364245243847,4.305231744567304,4.437761073895045,4.570094928239522,4.702318534741511,4.834483053070449
1700000000090000000,10090000000,19,18,18,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,4.127905219493397,4.268350937580005,4.407725867821117,4.546434057803378,4.684736781775648,4.822795907244105,4.96071082867027,5.098542719091201
1700000000095000000,10095000000,20,19,19,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,4.350692101545269,4.497148435117381,4.642450749957293,4.7870019800551065,4.9310805016403405,5.074865587686244,5.2184704436940335,5.361966395811074
1700000000100000000,10100000000,21,20,20,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,4.572882513614669,4.725312846551052,4.876532231170732,5.026924910359247,5.1767794010733015,5.326289826649483,5.475582425325235,5.624738588816664
1700000000105000000,10105000000,22,21,21,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,4.794492866215963,4.9528479107748495,5.1099666082595165,5.2661948847620055,5.421823053039569,5.577056733871024,5.732033977125081,5.886845907575094
1700000000110000000,10110000000,23,22,22,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,5.01554234226515,5.179760471753839,5.342753075518405,5.504806575229234,5.666203460138156,5.827156707086336,5.987814500958841,6.148277107907817
1700000000115000000,10115000000,24,23,23,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,5.236052346413786,5.406060253052552,5.57489364484899,5.742757274173316,5.909915067956981,6.076582458485806,6.242915629499803,6.409023127344128
1700000000120000000,10120000000,25,24,24,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,5.456045937419293,5.631759608439717,5.806393047024479,5.980046864962636,6.152954767581352,6.325329032223387,6.497331250882481,6.669077113241735
1700000000125000000,10125000000,26,25,25,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,0.1755472555206405,0.21937325276142333,0.26225861555409496,0.3041777788820782,0.34532188736857516,0.3858938129573601,0.42605752543556885,0.4659344435865814
1700000000130000000,10130000000,27,26,26,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,0.39458095680193644,0.44391797751716766,0.4925001547570407,0.5401549391105599,0.5870181741608937,0.6332765254434813,0.6790928944554169,0.7245927404093867
1700000000135000000,10135000000,28,27,27,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-open_hand,29,protocol,synthetic-demo-contract-v1,True,0.613171666294822,0.667912355745527,0.7221297938006227,0.7754856923728389,0.8280477641666646,0.8799792252403335,0.9314380810109348,0.9825518757816364
