host_wall_timestamp_ns,host_monotonic_ns,host_receive_index,sample_index,session_sample_index,generation,connection_generation,device_packet_sequence,device_sample_counter,device_time_ticks,sample_in_packet,action_label,action_phase,sample_rate_hz,device_id,session_id,quality_flags,sample_rate_source_kind,sample_rate_evidence_ref,sample_rate_confirmed,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8
1700000000000000000,10000000000,1,0,0,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-1-open_hand,29,protocol,synthetic-demo-contract-v1,True,0.007683664578427707,0.0428757561928884,0.0780678478073491,0.1132599394218098,0.1484520310362705,0.18364412265073118,0.2188362142651919,0.2540283058796526
1700000000005000000,10005000000,2,1,1,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-1-open_hand,29,protocol,synthetic-demo-contract-v1,True,0.23906317958898762,0.2798271961821938,0.32063026169071773,0.36146075612936307,0.40231124775526017,0.44317676423945124,0.4840538540181387,0.5249400466754022
1700000000010000000,10010000000,3,2,2,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-1-open_hand,29,protocol,synthetic-demo-contract-v1,True,0.4703594574336504,0.5167035942277841,0.5631220577926109,0.609593299388811,0.6561033126360496,0.702642618853416,0.7492045830840082,0.7957844262700259
1700000000015000000,10015000000,4,3,3,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-1-open_hand,29,protocol,synthetic-demo-contract-v1,True,0.7015136414316828,0.7534545962446566,0.8054977659938015,0.8576149691644971,0.9097873042452836,0.9620017028345167,1.0142488756156387,1.0665220547225909
1700000000020000000,10020000000,5,4,4,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-1-open_hand,29,protocol,synthetic-demo-contract-v1,True,0.9324683050910383,0.9900307174174282,1.047712524740606,1.1054836436023452,1.1633227108318807,1.2212144052950928,1.2791475587336127,1.3371138849962259
1700000000025000000,10025000000,6,5,5,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-1-open_hand,29,protocol,synthetic-demo-contract-v1,True,1.1631680999786678,1.2263837267614592,1.2897223409149454,1.3531578754684408,1.4166695927871067,1.4802416317683542,1.543861945638341,1.6075213402644406
1700000000030000000,10030000000,7,6,6,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-1-open_hand,29,protocol,synthetic-demo-contract-v1,True,1.3935603673619943,1.4624670166535234,1.5314843424267508,1.6005970844727666,1.6697887423931659,1.739044945810385,1.8083539670005393,1.8777064396598
1700000000035000000,10035000000,8,7,7,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-1-open_hand,29,protocol,synthetic-demo-contract-v1,True,1.6235957027466785,1.6982359527434245,1.772957021304997,1.8477617442383714,1.922641840063943,1.9975867079697942,2.072586300152503,2.1476319220418967
1700000000040000000,10040000000,9,8,8,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-1-open_hand,29,protocol,synthetic-demo-contract-v1,True,1.8532284633718183,1.933648199946546,2.0141004651675343,2.0946135627195828,2.1751916063027115,2.255830211553405,2.336522495611134,2.417261367368417
1700000000045000000,10045000000,10,9,9,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-1-open_hand,29,protocol,synthetic-demo-contract-v1,True,2.0824172098574145,2.168664020569432,2.2548765750772137,2.3411156549261034,2.4274019486276233,2.513739814631449,2.600127100474086,2.686559315261394
1700000000050000000,10050000000,11,10,10,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-1-open_hand,29,protocol,synthetic-demo-contract-v1,True,2.3111250745073075,2.403246541030732,2.495249267941065,2.587232706872434,2.6792381027463876,2.771281067743495,2.8633657782426045,2.9554913803704994
1700000000055000000,10055000000,12,11,11,0,0,,,,0,open_hand,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-1-open_hand,29,protocol,synthetic-demo-contract-v1,True,2.5393200502272766,2.637361984101823,2.7351846617786566,2.832931129743503,2.930666767296617,3.0284208367866747,3.126205424638662,3.224024364146333
