host_wall_timestamp_ns,host_monotonic_ns,host_receive_index,sample_index,session_sample_index,generation,connection_generation,device_packet_sequence,device_sample_counter,device_time_ticks,sample_in_packet,action_label,action_phase,sample_rate_hz,device_id,session_id,quality_flags,sample_rate_source_kind,sample_rate_evidence_ref,sample_rate_confirmed,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8
1700000000000000000,10000000000,1,0,0,0,0,,,,0,fist,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-fist,29,protocol,synthetic-demo-contract-v1,True,-4.751159909874517,-4.83493890762138,-4.9187179053682435,-5.002496903115105,-5.08627590086197,-5.170054898608832,-5.253833896355695,-5.337612894102558
1700000000005000000,10005000000,2,1,1,0,0,,,,0,fist,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-fist,29,protocol,synthetic-demo-contract-v1,True,4.881525620464477,5.038351198079571,5.195215824609982,5.352107880070514,5.5090199327182985,5.665947010224377,5.8228856610249515,5.979833414704103
1700000000010000000,10010000000,3,2,2,0,0,,,,0,fist,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-fist,29,protocol,synthetic-demo-contract-v1,True,-4.686479398674139,-4.7690562332827,-4.851558741120568,-4.934008470927063,-5.01641942908252,-5.098801094267848,-5.18116010143995,-5.263501229656628
1700000000015000000,10015000000,4,3,3,0,0,,,,0,fist,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-fist,29,protocol,synthetic-demo-contract-v1,True,4.944543896921256,5.102560608121468,5.260679534257854,5.418872493815788,5.577120585283814,5.735410740260286,5.893733669428647,6.052082604922839
1700000000020000000,10020000000,5,4,4,0,0,,,,0,fist,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-fist,29,protocol,synthetic-demo-contract-v1,True,-4.625676907969137,-4.707068125969251,-4.7883399489725775,-4.869522460437342,-4.950637023534313,-5.0316989593976045,-5.112719436285588,-5.193706740349479
1700000000025000000,10025000000,6,5,5,0,0,,,,0,fist,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-fist,29,protocol,synthetic-demo-contract-v1,True,5.002597071887012,5.161798422967511,5.321122761418707,5.48054402026991,5.640041461886284,5.79959922516524,5.959205263332936,6.118850382256745
1700000000030000000,10030000000,7,6,6,0,0,,,,0,fist,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-fist,29,protocol,synthetic-demo-contract-v1,True,-4.570881512167395,-4.6510859098641,-4.731179631079107,-4.811177936021325,-4.891097325089163,-4.970952168660178,-5.050754194458258,-5.1305127687872325
1700000000035000000,10035000000,8,7,7,0,0,,,,0,fist,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-fist,29,protocol,synthetic-demo-contract-v1,True,5.053656082092234,5.214047841572619,5.374520419617831,5.535076652034843,5.6957082573440525,5.8564046347335434,6.01715573639989,6.177952867772923
1700000000040000000,10040000000,9,8,8,0,0,,,,0,fist,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-fist,29,protocol,synthetic-demo-contract-v1,True,-4.524003153288619,-4.603014207130401,-4.681992732325925,-4.760910425190386,-4.83976317202377,-4.918555357189587,-4.997293863548368,-5.075985782207597
1700000000045000000,10045000000,10,9,9,0,0,,,,0,fist,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-fist,29,protocol,synthetic-demo-contract-v1,True,5.095947993759889,5.257533074069468,5.419083898174813,5.580661247621264,5.742285810920345,5.903961946521734,6.065687501961932,6.227457986346802
1700000000050000000,10050000000,11,10,10,0,0,,,,0,fist,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-fist,29,protocol,synthetic-demo-contract-v1,True,-4.4866612837710225,-4.564484476204556,-4.642426408251182,-4.72038762827677,-4.798326891359776,-4.876228585319627,-4.954088533777475,-5.031907590606538
1700000000055000000,10055000000,12,11,11,0,0,,,,0,fist,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-fist,29,protocol,synthetic-demo-contract-v1,True,5.128021721641892,5.290781197301803,5.4533214167640045,5.615785426514215,5.778238605852694,5.940710217128118,6.103212346765471,6.2657488280585065
1700000000060000000,10060000000,13,12,12,0,0,,,,0,fist,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-fist,29,protocol,synthetic-demo-contract-v1,True,-4.460125476792589,-4.536798325097176,-4.613804463631613,-4.690954019467604,-4.768154508116712,-4.845360835843257,-4.922551494243796,-4.999716927403928
1700000000065000000,10065000000,14,13,13,0,0,,,,0,fist,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-fist,29,protocol,synthetic-demo-contract-v1,True,5.148800476330997,5.312673159138449,5.476088319242854,5.639283810305909,5.802381390554501,5.965443851158039,6.1285035123778435,6.2915766446355965
1700000000070000000,10070000000,15,14,14,0,0,,,,0,fist,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-fist,29,protocol,synthetic-demo-contract-v1,True,-4.445270448584408,-4.520882648955242,-4.5970827553783575,-4.673586182266729,-4.750240711724916,-4.826964400916711,-4.903712902349486,-4.980462312003802
1700000000075000000,10075000000,16,15,15,0,0,,,,0,fist,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-fist,29,protocol,synthetic-demo-contract-v1,True,5.157618837086401,5.322482097995256,5.486625593907389,5.650376738346623,5.813918252665504,5.97735218297556,6.140735893839961,6.304101740090375
1700000000080000000,10080000000,17,16,16,0,0,,,,0,fist,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-2-fist,29,protocol,synthetic-demo-contract-v1,True,-4.442547228785584,-4.51725819225584,-4.592817076955637,-4.6688603654460765,-4.7451760642153875,-4.821641657415254,-4.8981860476150105,-4.9747677422518715
