host_wall_timestamp_ns,host_monotonic_ns,host_receive_index,sample_index,session_sample_index,generation,connection_generation,device_packet_sequence,device_sample_counter,device_time_ticks,sample_in_packet,action_label,action_phase,sample_rate_hz,device_id,session_id,quality_flags,sample_rate_source_kind,sample_rate_evidence_ref,sample_rate_confirmed,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8
1700000000000000000,10000000000,1,0,0,0,0,,,,0,rest,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-rest,29,protocol,synthetic-demo-contract-v1,True,0.027343843202284494,0.06302743928234161,0.09871103536239872,0.13439463144245584,0.17007822752251295,0.20576182360257006,0.24144541968262717,0.2771290157626843
1700000000005000000,10005000000,2,1,1,0,0,,,,0,rest,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-rest,29,protocol,synthetic-demo-contract-v1,True,0.04032354063119667,0.07611906625045815,0.11195364078503728,0.14781564424973787,0.18369764490169016,0.2195946704119364,0.25550326921667915,0.29142097089999774
1700000000010000000,10010000000,3,2,2,0,0,,,,0,rest,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-rest,29,protocol,synthetic-demo-contract-v1,True,0.05297672444986131,0.08888629291940042,0.1248701881596324,0.16090686143123778,0.19698230635388161,0.23308704424665327,0.2692144401526507,0.3053597150140737
1700000000015000000,10015000000,4,3,3,0,0,,,,0,rest,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-rest,29,protocol,synthetic-demo-contract-v1,True,0.06518913132594827,0.10122197338627867,0.13735703038278016,0.17356612080083247,0.20983034312897553,0.2461366289655652,0.28247568899404407,0.31884075534835277
1700000000020000000,10020000000,5,4,4,0,0,,,,0,rest,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-rest,29,protocol,synthetic-demo-contract-v1,True,0.07685079889853878,0.11302277357011625,0.14931414323848155,0.18569482444540825,0.22214345402013083,0.2586447108285308,0.2951874266122383,0.33176331522003893
1700000000025000000,10025000000,6,5,5,0,0,,,,0,rest,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-rest,29,protocol,synthetic-demo-contract-v1,True,0.08785729597050895,0.12419015265309648,0.1606459967063786,0.19719876115967008,0.23382770837813174,0.2705169772591755,0.3072545210289584,0.34403114555485387
1700000000030000000,10030000000,7,6,6,0,0,,,,0,rest,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-rest,29,protocol,synthetic-demo-contract-v1,True,0.09811088617164469,0.13463129843341515,0.1712623871768836,0.207988892193141,0.2447943130837814,0.2816642794712416,0.3185870636316373,0.35555329926113893
1700000000035000000,10035000000,8,7,7,0,0,,,,0,rest,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-rest,29,protocol,synthetic-demo-contract-v1,True,0.10752160919219975,0.14426000685008405,0.18107922307279417,0.21798209366730675,0.2549603371540158,0.2920033527210056,0.32910109256485215,0.366244862115384
1700000000040000000,10040000000,9,8,8,0,0,,,,0,rest,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-rest,29,protocol,synthetic-demo-contract-v1,True,0.11600826492139171,0.15299749653485895,0.19001925679458612,0.22710184938537425,0.26424938800724196,0.3014574882966754,0.33871926739314384,0.3760276341891654
1700000000045000000,10045000000,10,9,9,0,0,,,,0,rest,hold,200.0,dev-0123456789abcdef0123456789abcdef,synthetic-3-rest,29,protocol,synthetic-demo-contract-v1,True,0.12349928729826272,0.16077314994630174,0.19801275639010463,0.23527888817501538,0.27259223381255626,0.30995715175240374,0.347371489531062,0.3848307562543908
